,name,latitude,longitude
545,AD&A,34.6881184,135.495942
546,dondeesta,34.673036,135.4982787
547,白山眼鏡店心斎橋店,34.6716156,135.4983601
548,馬場万,34.6744496,135.5042531
549,ROMPOOCAFE,34.6438447,135.5153034
550,Soleilナカガイクライミングジム,34.6937001,135.5260107
551,信濃橋,34.6839048,135.4990438
552,大林組歴史館,34.6904243,135.5110078
553,巳さんの御神木,34.6650045,135.5126932
554,全興寺,34.6234102,135.5553076
555,泉布観,34.6983148,135.5214552
556,初辰参りの福を呼ぶ猫,34.6982141,135.4906052
557,namBaHIPS,34.6676556,135.5007414
558,折口信夫文学碑,34.6592853,135.4951116
559,UPSKATE,34.7121776,135.5930657
560,心斎橋サンボウル,34.6708249,135.4984598
561,松虫塚,34.6341857,135.5079752
562,LUCUA1100（ルクア,34.7027895,135.4946716
563,大阪市中央公会堂のポストカード,34.6935518,135.5040139
564,and(アンド),34.6442724,135.5137583
565,関西将棋会館,34.6988794,135.4873307
566,レンタルバイク大阪弁天町,34.6651892,135.4534429
567,Flamingothe,34.6678009,135.492656
568,Socrates,34.6910341,135.4921736
569,myhouse,34.6224302,135.5017467
570,大阪和服桜,34.6632689,135.5056518
571,BiJouxOpera,34.6733899,135.5025656
572,ホテルニューオータニ大阪,34.6910302,135.5329126
573,上方浮世絵館,34.6679401,135.5022329
574,天然温泉夕霧の湯,34.6709118,135.5064006
575,天然温泉水都の湯,34.689312,135.5079474
576,舞洲陶芸館,34.664985,135.3916794
577,CandleStudio,34.705833,135.4954578
578,造幣博物館,34.6959234,135.5216736
579,キララ九条商店街,34.6759995,135.4728491
580,高島屋史料館,34.6624046,135.5063689
581,ザ・リッツ・カールトン大阪,,
582,HERBISPLAZA（ハービスプラザ）,34.6984732,135.4926808
583,シャムア,34.6744366,135.496629
584,ボルダリングジムAUBE,34.6968092,135.4845249
585,保護猫邸スイートホームウリエル,34.7084195,135.5067678
586,和空下寺町,34.6557309,135.5104044
587,さきしまコスモタワー展望台,34.6380795,135.4146553
588,アデルアトリエ,34.6969835,135.4779552
589,atelierYm,34.7381909,135.4958804
590,四天王寺庚申堂,34.6503562,135.5162129
591,野鳥園臨港緑地,34.6353233,135.4005621
592,インターネット＆コミックカフェメディアカフェポパイなんば本店,34.6630273,135.5035159
593,薬業年金会館,34.6744768,135.5166795
594,kodomonia!,34.6617913,135.5017994
595,BRIDGEWORK,34.6712153,135.4934317
596,酒井ガイド事務所スターウォッチング,34.6770951,135.4987381
597,マイドームおおさか,34.6848855,135.5111455
598,あべのルシアス,34.6465338,135.5111123
599,湯木美術館,34.6875156,135.5022545
600,朝日新聞大阪本社,34.6934647,135.4954549
601,シネマート心斎橋,34.6721578,135.4990075
602,大阪商工会議所,34.6844017,135.5112913
603,法案寺,34.6694455,135.5076435
604,陶器神社,34.6809551,135.4985856
605,芭蕉の句碑（南御堂）,34.6805746,135.499655
606,御堂会館,34.6807235,135.500103
607,應典院(シアトリカル應典院),34.6654338,135.5114589
608,老松通り,34.6974533,135.5020914
609,一心寺シアター倶楽,34.6526856,135.5118412
610,銀山寺,34.6631463,135.5125655
611,インターネット＆コミックカフェメディアカフェポパイ太融寺店,34.701948,135.5031453
612,吉祥寺,34.6603217,135.5151876
613,松下IMPホール／OBP円形ホール,34.6918741,135.5310629
614,八軒家船着場跡,34.6896851,135.5159143
615,木津川渡船場,34.6245676,135.4615646
616,円珠庵（鎌八幡）,34.6719317,135.5245086
617,森野サンプル(食品模型の製作体験),34.6360198,135.553885
618,OSAKASKY,34.7026734,135.4944427
619,インディクルーズ湊町船着場,34.669023,135.4954461
620,ちちんぷい陶芸教室上新庄教室,34.7439577,135.5326729
621,大阪市・八尾市・松原市環境施設組合舞洲工場,34.6656408,135.4067525
622,大阪府立体育会館,34.6623961,135.4992556
623,旧藤田邸庭園,34.694738,135.5245251
624,八幡屋公園,34.6600702,135.4465492
625,長堀橋,34.6756559,135.5086043
626,大海神社,34.6138844,135.4936672
627,高津宮（高津神社）,34.6684541,135.5138152
628,寂光寺（江口の君堂）,34.7532842,135.5539755
629,DOTONPLAZA,34.6696102,135.5069089
630,船場ビルディング,34.6870157,135.5041655
631,高麗橋,34.6895044,135.5083539
632,芭蕉の句碑（住吉公園）,34.6117045,135.4894526
633,あいおいニッセイ同和損保ザ・フェニックスホール,34.6977949,135.5012237
634,日本ペイント歴史館（日本ペイント株式会社）,34.705855,135.4820397
635,まほうびん記念館,34.6955706,135.5181612
636,パセラリゾーツなんば道頓堀店,34.668635,135.5041743
637,がもよん界隈（蒲生四丁目）,34.6982783,135.5455486
638,テレビ大阪,34.6906623,135.5209892
639,OsakaMetoro,34.6697984,135.4744618
640,フォリフォリ心斎橋店,34.6728447,135.5014606
641,天守閣ミュージアムショップ／大阪欄間彫刻,34.6873997,135.5258591
642,天守閣ミュージアムショップ／トンボ玉,34.6873997,135.5258591
643,履物問屋街,34.6624352,135.5096269
644,JR東淀川駅,34.7396082,135.5042321
645,萩之茶屋北公園,34.6476301,135.5010235
646,ビジネスホテル加賀,34.6480096,135.5012582
647,阪神電車ドーム前駅,34.6704786,135.4784213
648,ザ・コスモポリタン／グランフロント大阪,,
649,ニッポンレンタカー京橋駅前店,34.6947459,135.5275298
650,大阪北港ヨットハーバー,34.6737178,135.4096548
651,新夕陽ヶ丘,34.6656572,135.3914233
652,心眼寺,34.6729411,135.5271739
653,Joshin日本橋1ばん館,34.6584062,135.5068373
654,アートエリアB1,34.6925991,135.5074174
655,清水坂(天王寺区),34.6558409,135.5119231
656,南堀江・北堀江界隈,34.6710082,135.4883479
657,堀川戎神社,34.699744,135.5086891
658,家造祖神社,34.6650045,135.5126932
659,香具波志神社,34.7318843,135.4571455
660,バナナホール,34.7039145,135.5032172
661,大阪市立修道館,34.6844378,135.5249815
662,安倍晴明産湯井の跡・生誕伝承地,34.6317748,135.5092447
663,TheKitahama,34.689246,135.5070282
664,相合橋,34.6690342,135.504278
665,仮面女子シアター,34.6717457,135.5100789
666,新戎橋,34.6690345,135.4994057
667,おおさか和船めぐり,34.6915564,135.4869526
668,蕪村公園,34.7189561,135.5198202
669,大阪水都リムジン,34.6985422,135.5074676
670,一般社団法人日本殺陣道協会「侍・忍者体験」,34.6743411,135.4970086
671,トヨタレンタリース大阪淀屋橋北浜店,34.6888517,135.5119064
672,サロンドグレースイスホテル南海大阪店,34.6641054,135.5013676
673,タニカトーイ,34.6777113,135.5117345
674,カインドアメリカ村店,34.6719153,135.4975824
675,Tributeto,34.6744205,135.4952558
676,ことりカフェ心斎橋,34.6779589,135.4979937
677,うさぎカフェ・うさぎ専門店White,34.6735732,135.4977827
678,大乗坊,34.6624739,135.5051965
679,京あるきなんば店,34.6643104,135.4990107
680,なにわ名物いちびり庵千日前店,34.6685905,135.5032378
681,イリコスキー製麺所,34.6768256,135.4940691
682,海倶楽部スキューバダイブセンター,34.7147764,135.5067976
683,小川航空株式会社,34.6717681,135.4027975
684,クインテッサホテル大阪ベイ,34.6376336,135.4167177
685,落語家と行くなにわ探検クルーズ,34.6652465,135.4384446
686,ホテルソビアルなんば大国町,34.6557184,135.4975595
687,ヌィークソーイングスタジオ,34.6877935,135.4948889
688,GRAVITYRESEARCH,34.7055066,135.4942936
689,釣船茶屋ざうお難波本店,34.6684097,135.506676
690,幸せのフクロウカフェchouette(シュエット),34.6746243,135.5048408
691,BLINKSALON,34.6723762,135.4980411
692,SAORI豊崎長屋,34.7105692,135.5040591
693,堂島川温泉天神の湯,34.6968504,135.5090632
694,体験工房ギャラリー中長居公園教室,34.6158413,135.527023
695,陶芯陶芸教室,34.6694847,135.4850368
696,レンタル着物マイン梅田店,34.6969872,135.4949378
697,プラージェ陶芸教室,34.7027457,135.5217741
698,海斗工房,34.677998,135.5290161
699,千田硝子食器,34.6639466,135.5036547
700,Ocona,34.6806512,135.497622
701,ウッドロード木工教室,34.6235296,135.4779101
702,梅田の陶芸教室九里房,34.7060364,135.5020398
703,レンタル陶芸工房ガルボ,34.68712,135.4866958
704,一本松海運の大阪観光イベントクルーズ,34.6856188,135.4826199
705,CITYROCK,34.7232658,135.4695079
706,桜花着物大阪店,34.6666525,135.5057435
707,きなりがらす京橋店,34.6955359,135.5338829
708,蘇れ！！淀川の舟運上りコース,34.6906832,135.5161643
709,Cafe&Handmade雑貨Shiny,34.6306235,135.5658388
710,ダイビングショップマリン・大阪ダイビングカレッジ,34.6774677,135.5325601
711,アキバカート大阪,34.6611997,135.5071045
712,アトリエ十日月,34.7393191,135.4853706
713,岩橋康子フラワーデザインスクール,34.7053717,135.4968488
714,スペインタイルアート工房大阪教室,34.6717873,135.4939556
715,一屋～Hajimeya～,34.6750256,135.5193591
716,自宅パン教室Bonheur,34.6476861,135.5234492
717,新世界人力車俥天力,34.6511681,135.5061456
718,N-styleFlower,34.7095022,135.498895
719,LolotteCandle,34.7053848,135.5243921
720,体験工房ギャラリー中大阪駅前教室,34.7057145,135.4955831
721,TUKURU大阪店,34.6665369,135.503862
722,大阪寿司職人体験センター,34.6492885,135.4957154
723,本町の陶芸教室「土夢」,34.6842499,135.5027709
724,ボルダリングジムＣＬＡＲＩＣＡ,34.7075062,135.519916
725,ジュエリー工房azur,34.6024151,135.4856283
726,ハズキモスペット,34.7293315,135.5424342
727,Salonde,34.6979837,135.4992747
728,Sallyマクラメ教室,34.6338596,135.5218181
729,HOALUANA,34.6018151,135.5665619
730,vie.noble,34.6090263,135.4972941
731,レインボーソウル,34.653635,135.5064071
732,総合格闘技日本拳法,34.7172548,135.5271769
733,リムジンメモリアル,34.6042942,135.5267088
734,NFD公認校花のあとりえクランツ天王寺校,34.6494182,135.513742
735,ボルダリングジムKAI,34.6840125,135.4689514
736,COCOhandwork,34.6844637,135.4953632
737,テアトル梅田,34.7080029,135.4999237
738,大阪国際交流センター（アイハウス）,34.6618244,135.5176846
739,大阪市立阿倍野防災センター,34.6433333,135.5102992
740,舞洲アリーナ,34.6656495,135.3976428
741,真田幸村像,34.6729895,135.5296631
742,万代池公園,34.6193039,135.5024818
743,吾彦山大聖観音寺（あびこ観音）,34.5996758,135.5101845
744,真田の抜け穴,34.6734483,135.5297164
745,大阪市下水道科学館,34.6934251,135.4624856
746,大阪文化館・天保山,34.6538122,135.4295287
747,津波・高潮ステーション,34.6819802,135.4848515
748,ラグザ大阪,34.6972133,135.4878482
749,大阪カテドラル聖マリア大聖堂,34.6786977,135.5269332
750,帝塚山古墳,34.621348,135.49651
751,大阪人権博物館（リバティおおさか）,34.6544856,135.4865431
752,織田作之助文学碑,34.6580941,135.5126629
753,大阪市建設局舞洲スラッジセンター,34.6693607,135.4061522
754,鴫野神社,34.6650045,135.5126932
755,城方向八幡宮,34.6656349,135.5122988
756,ナレッジシアター,34.7059472,135.4944051
757,寺西家阿倍野長屋,34.6331721,135.5160968
758,精鎮社,34.6650045,135.5126932
759,大阪能楽会館,34.7060357,135.5026538
760,浄瑠璃神社,34.6650045,135.5126932
761,えいとアビエーション,34.6823911,135.4989688
762,ハービスHALL,34.6989529,135.493291
763,和和服体験レンタル,34.668603,135.4994817
764,キャビNET心斎橋店,34.6726005,135.4998504
765,トヨタレンタリース大阪東淀川上新庄店,34.7462455,135.5273336
766,なにわ名物いちびり庵,34.6685091,135.5024904
767,アイス・スケートリンク（大阪プール）,34.6610479,135.4474213
768,川崎橋,34.6942959,135.5255356
769,日本工芸館,34.6611546,135.4986557
770,OSAKAMUSE,34.6722401,135.5022764
771,ATCエイジレスセンター,34.6380452,135.4117758
772,GLIONMUSEUM,34.6518715,135.4371416
773,インターネットカフェアットワン,34.666776,135.5012203
774,COOLA,34.6739883,135.4960294
775,夏の陣（合戦）図屏風,34.6873997,135.5258591
776,トヨタレンタリース大阪歌島橋店,34.7099925,135.4573188
777,なにわ名物いちびり庵,34.6683851,135.437327
778,大阪市舞洲障害者スポーツセンター「アミティ舞洲」,34.6679178,135.4080662
779,大阪ビジターズインフォメーションセンター・難波,34.6664234,135.4951864
780,パラサイトZ,34.6380488,135.411274
781,保護猫カフェ猫の恵庭,34.66773,135.5037355
782,井原西鶴像,34.6656358,135.5129545
783,京橋商店街,34.6973601,135.5347957
784,メディアカフェポパイ十三店,34.7199814,135.4831498
785,時解escapecafe,34.6685544,135.502888
786,大槻能楽堂,34.6781671,135.5212726
787,キムチギャラリー,34.6606157,135.5341448
788,旭屋書店本店,34.7011231,135.499844
789,（株）千田,34.6635822,135.5038107
790,おおさかATCグリーンエコプラザ,34.6381894,135.4109847
791,生根神社（西成区）,34.6259667,135.4901743
792,日産レンタカー新大阪新幹線駅前店,34.7314727,135.4979953
793,天王寺ミオ（本館・プラザ館）,,
794,シーサイドスタジオCASO,34.6512849,135.4382447
795,駅マルシェ新大阪,34.7342601,135.5015735
796,中之島香雪美術館,34.6933355,135.4952513
797,太左衛門橋,34.669082,135.5032661
798,あの街ねっと大阪日本橋,34.6665685,135.5064599
799,御津宮（御津八幡宮）,34.6714679,135.4992584
800,食満南北句碑,34.6691793,135.5043645
801,難波千日前公園,34.6638672,135.5046749
802,快活CLUBなんば心斎橋店,34.6742221,135.5021687
803,彫金教室muro工房,34.7021583,135.5052595
804,アットワン千日前店,34.6677614,135.5033525
805,天王寺パスカ,34.6439713,135.5127703
806,大阪府立男女共同参画・青少年センター（ドーンセンター）,34.6900168,135.5208142
807,ダブルデイ南船場店,34.6785465,135.4993509
808,なにわ名物いちびり庵なんば店,34.6655353,135.5031838
809,なにわ名物いちびり庵／なにわ名物のオリジナルグッズ,34.6680103,135.5012416
810,ニッポンレンタカー阪急梅田店,34.7055828,135.4983015
811,なにわの和太鼓工房（株式会社太鼓正）,34.659724,135.4887258
812,大阪市長居障がい者スポーツセンター,34.6127052,135.5147218
813,ソフマップなんば店ザウルス2,34.6629609,135.505392
814,清見原神社,34.6602157,135.5550877
815,近鉄大阪阿部野橋駅,34.6454978,135.515056
816,南海難波駅,34.66719,135.5003615
817,大阪メトロ御堂筋線,34.682008,135.49883
818,ＷｉｎｄｓｕｒｆｉｎｇＳｃｈｏｏｌ,34.6951103,135.4430574
819,姫嶋神社,34.7044237,135.4531962
820,大坂メトロ新大阪駅,34.7334702,135.5002544
821,ＪＲ福島駅,34.6972455,135.4868599
822,大黒橋,34.6690112,135.4977011
823,初代中村鴈治郎生誕の地,34.677817,135.4942681
824,御堂筋完成８０周年記念碑,34.6908457,135.5007201
825,BLASTTOUR,34.6524114,135.4296987
826,快活CLUB道頓堀店,34.6686351,135.5052699
827,快活CLUB長居駅前店,34.6095595,135.5125965
828,陶芸教室『五郎窯』,34.6950815,135.5116608
829,グランドサウナ心斎橋,,
830,シティプラザ大阪,34.6842592,135.5106207
831,CookingstudioColore,34.7093445,135.5076921
832,大阪市立東淀川屋内プール,,
833,メディアカフェポパイ心斎橋店,34.6734538,135.5028073
834,インターネットカフェアットワン,34.6673184,135.5064571
835,メディアカフェポパイ道頓堀店,34.668621,135.5058238
836,FABFOUR,34.6747819,135.4963779
837,OMNIGOD北堀江店,34.6749821,135.4961518
838,AGURA,34.6979334,135.4944851
839,メルボルンハウスShop,34.6557056,135.430125
840,FRAMES,34.6741117,135.4993049
841,O1O1NAMBA,34.6656152,135.5009962
842,一文字厨器,34.6635119,135.5035319
843,人形の天明館,34.6770447,135.5117124
844,日産レンタカー天王寺駅前店,34.6476532,135.5163482
845,堂島クロスウォーク,34.6944633,135.4891632
846,トヨタレンタリース新大阪新大阪三国店,34.745881,135.4981584
847,伴ピーアール株式会社,34.6985096,135.5074645
848,FUNNYIMP店,34.6915779,135.5298572
849,トヨタレンタリース大阪蒲生店,34.7005151,135.5474279
850,天守閣ミュージアムショップ／大阪張子,34.6873997,135.5258591
851,川口基督教会,34.6821546,135.4821648
852,NOCE堀江店,34.6721449,135.4968753
853,グルメ・ミュージック船ひまわり,34.7013534,135.5190421
854,トヨタレンタリース大阪住之江公園駅前店,34.6074657,135.4727181
855,MSPCPRODUCT,34.6717191,135.4946599
856,FULLCOUNT本店,34.6738306,135.4958219
857,macaron,34.6879293,135.4961311
858,EBISU超本店,34.6770383,135.4981874
859,DEPTWEST,34.7055176,135.5008048
860,AGATHAPARIS,34.6748364,135.4997263
861,shopDETAIL,34.6714358,135.4928995
862,grafliving：ショップ/ショールーム,34.6904527,135.491339
863,HEPHALL,34.7041072,135.5002544
864,新梅田研修センター,34.7020489,135.4889585
865,浪速クラブ,34.652265,135.5074288
866,安田商店,34.6656162,135.5306341
867,長野県大阪観光情報センター,34.6991194,135.4968296
868,トヨタレンタリース大阪玉造駅前店,34.6749407,135.5321073
869,駅レンタカー大阪営業所,34.7009643,135.4919966
870,トヨタレンタリース新大阪大阪梅田店,34.6975756,135.5070315
871,TORIIHALL,34.6681761,135.5034662
872,トヨタレンタリース大阪野田阪神駅前店,34.693892,135.4768287
873,公益財団法人山本能楽堂,34.6839413,135.5149868
874,レーベルショップオーサカ,34.6610003,135.5051043
875,MiuFlower,34.7069419,135.5030203
876,クラブドゥダイビングセンター大阪店,34.673804,135.5116522
877,アトリエ銀の糸大阪教室,34.7135325,135.4688984
878,トミーワイキャンドル,34.719937,135.4843553
879,Kayakkono-tori,34.7215559,135.4725397
880,STUDIOCAVE,34.6343198,135.5298838
881,マジックバーミストフェリーズ,34.696404,135.4984653
882,大阪水上バス（株）「ひまわり」,34.6902495,135.5162556
883,Four-MPET,34.6666463,135.5057267
884,勇進流刀技術勇進舘本部,34.7036364,135.5302182
885,彫金教室アトリエアーク,34.661597,135.5006114
886,アルブル木工教室,34.6187808,135.460841
887,京橋陶芸教室,34.6942709,135.5267549
